ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
79916,21340,0,1,1,1
79917,21340,1,1,1,1
79918,21340,0,1,1,1
79920,21340,0,1,1,1
79922,21340,1,1,1,1
79923,21340,1,1,1,1
79924,21340,1,1,1,1
79925,21340,1,1,1,1
79926,21340,1,1,1,1
79927,21340,1,1,1,1
79928,21340,1,1,1,1
79929,21340,1,1,1,1
79930,21340,1,1,1,1
79931,21340,1,1,1,1
79932,21340,1,1,1,1
79934,21340,1,1,1,1
79935,21340,1,1,1,1
79936,21340,1,1,1,1
79937,21340,1,1,1,1
79938,21340,1,1,1,1
79940,21340,1,1,1,1
79941,21340,1,1,1,1
79942,21340,1,1,1,1
79943,21340,1,1,1,1
79944,21340,1,1,1,1
79945,21340,1,1,1,1
79946,21340,1,1,1,1
79947,21340,1,1,1,1
79948,21340,1,1,1,1
79949,21340,1,1,1,1
79950,21340,1,1,1,1
79951,21340,1,1,1,1
79952,21340,1,1,1,1
79953,21340,1,1,1,1
79954,21340,1,1,1,1
79955,21340,1,1,1,1
79968,21340,0,1,1,1
79995,21340,1,1,1,1
79996,21340,1,1,1,1
79997,21340,1,1,1,1
80001,19740,1,1,1,1
80002,19740,1,1,1,1
80003,19740,1,1,1,1
80004,19740,1,1,1,1
80005,19740,1,1,1,1
80006,19740,1,1,1,1
80007,19740,1,1,1,1
80010,19740,1,1,1,1
80011,19740,1,1,1,1
80012,19740,1,1,1,1
80013,19740,1,1,1,1
80014,19740,1,1,1,1
80015,19740,1,1,1,1
80016,19740,1,1,1,1
80017,19740,1,1,1,1
80018,19740,1,1,1,1
80019,19740,1,1,1,1
80020,19740,0.995411225,0.993091537,0.998544396,0.995326893
80020,14500,0.004588775,0.006908463,0.001455604,0.004673107
80021,14500,0,0,0.00140647,0.000050953
80021,19740,1,1,0.99859353,0.999949047
80022,19740,1,1,1,1
80023,19740,1,1,1,1
80024,19740,0,1,0,1
80025,14500,0,0,1,1
80026,14500,1,1,1,1
80027,19740,0,0.002951594,0,0.000294499
80027,14500,1,0.997048406,1,0.999705501
80030,19740,1,1,1,1
80031,19740,1,1,1,1
80033,19740,1,1,1,1
80034,19740,1,1,1,1
80035,19740,1,1,1,1
80036,19740,1,1,1,1
80037,19740,1,1,0,1
80038,19740,1,1,1,1
80040,19740,1,1,1,1
80041,19740,1,1,1,1
80042,19740,1,1,0,1
80044,19740,1,1,1,1
80045,19740,1,1,1,1
80046,19740,1,1,0,1
80047,19740,1,1,1,1
80101,19740,1,1,1,1
80102,19740,1,1,1,1
80103,19740,1,1,1,1
80104,19740,1,1,1,1
80105,19740,1,1,1,1
80106,17820,0.628985507,0.1,0.24137931,0.616685457
80106,19740,0.371014493,0.9,0.75862069,0.383314543
80107,19740,1,1,1,1
80108,19740,1,1,1,1
80109,19740,1,1,1,1
80110,19740,1,1,1,1
80111,19740,1,1,1,1
80112,19740,1,1,1,1
80113,19740,1,1,1,1
80116,19740,1,1,1,1
80117,19740,1,1,1,1
80118,19740,0.999578592,1,1,0.999589154
80118,17820,0.000421408,0,0,0.000410846
80120,19740,1,1,1,1
80121,19740,1,1,1,1
80122,19740,1,1,1,1
80123,19740,1,1,1,1
80124,19740,1,1,1,1
80125,19740,1,1,1,1
80126,19740,1,1,1,1
80127,19740,1,1,1,1
80128,19740,1,1,1,1
80129,19740,1,1,1,1
80130,19740,1,1,1,1
80131,19740,0,1,0,1
80132,17820,1,1,1,1
80133,17820,1,1,1,1
80134,19740,1,1,1,1
80135,19740,0.973102432,0.996376812,0.982142857,0.975377544
80135,17820,0.026897568,0.003623188,0.017857143,0.024622456
80136,19740,1,1,1,1
80137,19740,1,1,1,1
80138,19740,1,1,1,1
80150,19740,1,1,1,1
80151,19740,1,1,1,1
80155,19740,1,1,0,1
80160,19740,1,1,1,1
80161,19740,1,1,0,1
80162,19740,1,1,1,1
80163,19740,1,1,0,1
80165,19740,0,1,0,1
80166,19740,0,1,0,1
80201,19740,1,1,0,1
80202,19740,1,1,1,1
80203,19740,1,1,1,1
80204,19740,1,1,1,1
80205,19740,1,1,1,1
80206,19740,1,1,1,1
80207,19740,1,1,1,1
80208,19740,0,1,0,1
80209,19740,1,1,1,1
80210,19740,1,1,1,1
80211,19740,1,1,1,1
80212,19740,1,1,1,1
80214,19740,1,1,1,1
80215,19740,1,1,1,1
80216,19740,1,1,1,1
80217,19740,1,1,1,1
80218,19740,1,1,1,1
80219,19740,1,1,1,1
80220,19740,1,1,1,1
80221,19740,1,1,1,1
80222,19740,1,1,1,1
80223,19740,1,1,1,1
80224,19740,1,1,1,1
80225,19740,1,1,1,1
80226,19740,1,1,1,1
80227,19740,1,1,1,1
80228,19740,1,1,1,1
80229,19740,1,1,1,1
80230,19740,1,1,1,1
80231,19740,1,1,1,1
80232,19740,1,1,1,1
80233,19740,1,1,1,1
80234,19740,1,1,1,1
80235,19740,1,1,1,1
80236,19740,1,1,1,1
80237,19740,1,1,1,1
80238,19740,1,1,1,1
80239,19740,1,1,1,1
80241,19740,1,1,1,1
80243,19740,0,1,0,1
80246,19740,1,1,1,1
80247,19740,1,1,1,1
80248,19740,1,1,0,1
80249,19740,1,1,1,1
80250,19740,1,1,1,1
80251,19740,0,1,0,1
80256,19740,0,1,0,1
80257,19740,0,1,1,1
80259,19740,0,1,0,1
80260,19740,1,1,1,1
80261,19740,0,1,0,1
80263,19740,0,1,0,1
80264,19740,0,1,1,1
80265,19740,0,1,1,1
80266,19740,0,1,1,1
80271,19740,0,1,0,1
80273,19740,0,1,0,1
80274,19740,0,1,0,1
80281,19740,0,1,0,1
80290,19740,0,1,1,1
80291,19740,0,1,0,1
80293,19740,0,1,1,1
80294,19740,0,1,1,1
80299,19740,0,1,1,1
80301,14500,1,1,1,1
80302,14500,1,1,1,1
80303,14500,0.999849917,0.994892748,1,0.999540109
80303,19740,0.000150083,0.005107252,0,0.000459891
80304,14500,1,1,1,1
80305,14500,1,1,1,1
80306,14500,1,1,1,1
80307,14500,1,1,1,1
80308,14500,1,1,1,1
80309,14500,0,1,1,1
80310,14500,1,1,0,1
80314,14500,0,1,0,1
80401,19740,1,1,1,1
80402,19740,1,1,1,1
80403,14500,0.045943929,0.008223684,0.005628518,0.041722106
80403,19740,0.954056071,0.991776316,0.994371482,0.958277894
80419,19740,0,1,0,1
80420,19740,0,0,1,1
80421,19740,1,1,1,1
80422,14500,0.000520562,0,0,0.00050813
80422,19740,0.999479438,1,1,0.99949187
80423,20780,0.907407407,0.5,1,0.894736842
80423,99999,0.092592593,0.5,0,0.105263158
80424,14720,1,1,1,1
80425,19740,0,0,1,1
80426,20780,0,0,1,1
80427,19740,0,0,1,1
80428,44460,1,1,1,1
80429,99999,0,1,0,1
80430,99999,1,1,1,1
80432,19740,1,0,1,1
80433,19740,1,1,1,1
80434,99999,0,0,1,1
80435,14720,1,1,1,1
80436,19740,0,0,1,1
80437,19740,1,1,1,1
80438,19740,0,0,1,1
80439,19740,1,1,1,1
80440,19740,1,1,1,1
80442,99999,0,0,1,1
80443,14720,1,1,1,1
80444,19740,0,0,1,1
80446,99999,1,1,1,1
80447,99999,1,1,1,1
80448,19740,0,1,1,1
80449,19740,1,1,1,1
80451,99999,0,0,1,1
80452,19740,1,1,1,1
80453,19740,0,0,1,1
80454,19740,1,1,0,1
80455,14500,1,0,1,1
80456,19740,1,1,1,1
80457,19740,1,0,1,1
80459,99999,1,0,1,1
80461,99999,1,1,1,1
80463,44460,0.34375,1,0,0.333333333
80463,20780,0.65625,0,1,0.666666667
80465,19740,1,1,1,1
80466,19740,0.001618123,0,0,0.001546551
80466,14500,0.998381877,1,1,0.998453449
80467,44460,1,1,1,1
80468,99999,1,1,1,1
80469,44460,0,0,1,1
80470,19740,1,1,1,1
80471,14500,0,0,1,1
80473,99999,0,0,1,1
80474,19740,0,0,1,1
80475,19740,0,0,1,1
80476,19740,0,0,1,1
80477,44460,1,1,1,1
80478,99999,0,0,1,1
80479,44460,0,0,1,1
80480,99999,1,1,1,1
80481,14500,1,1,1,1
80482,99999,0,1,1,1
80483,44460,0,0,1,1
80487,44460,1,1,1,1
80497,14720,1,1,1,1
80498,20780,0.005243677,0,0.086956522,0.005458202
80498,14720,0.954349167,1,0.826086957,0.956334387
80498,99999,0.040407156,0,0.086956522,0.038207412
80501,14500,1,1,1,1
80502,14500,1,1,1,1
80503,14500,0.999183729,1,1,0.999220273
80503,22660,0.000816271,0,0,0.000779727
80504,24540,0.396202896,0.794247788,0.186746988,0.406046553
80504,22660,0.004458721,0,0,0.004146972
80504,14500,0.599338383,0.205752212,0.813253012,0.589806475
80510,14500,0.927184466,1,0.5,0.925233645
80510,22660,0.072815534,0,0.5,0.074766355
80511,22660,0,1,0,1
80512,22660,1,1,1,1
80513,24540,0.066259309,0.36121673,0.183333333,0.082562278
80513,14500,0.001336643,0,0,0.001245552
80513,22660,0.932404048,0.63878327,0.816666667,0.916192171
80514,24540,1,1,1,1
80515,22660,1,1,1,1
80516,19740,0.003111664,0.0155521,0.013422819,0.003903654
80516,14500,0.311699858,0.069984448,0.120805369,0.296428571
80516,24540,0.685188478,0.914463453,0.865771812,0.699667774
80517,22660,1,1,1,1
80520,24540,0,1,1,1
80521,22660,1,1,1,1
80522,22660,1,1,0,1
80523,22660,0,1,1,1
80524,22660,0.982087899,0.998208527,0.993655829,0.985023155
80524,24540,0.017912101,0.001791473,0.006344171,0.014976845
80525,22660,1,1,1,1
80526,22660,1,1,1,1
80527,22660,1,1,1,1
80528,22660,1,1,1,1
80530,24540,1,1,1,1
80532,22660,0,0,1,1
80533,14500,1,1,1,1
80534,22660,0.213027895,0.361111111,0.181818182,0.217436662
80534,24540,0.786972105,0.638888889,0.818181818,0.782563338
80535,22660,1,1,1,1
80536,22660,1,1,1,1
80537,24540,0.002835156,0,0.003496503,0.002568791
80537,22660,0.997164844,1,0.996503497,0.997431209
80538,22660,1,1,1,1
80539,22660,1,1,1,1
80540,22660,0.498352011,0.5,0,0.492912371
80540,14500,0.501647989,0.5,1,0.507087629
80541,22660,0,1,0,1
80542,24540,1,1,1,1
80543,24540,1,1,1,1
80544,14500,1,1,1,1
80545,22660,1,1,1,1
80546,24540,1,0,1,1
80547,22660,1,1,1,1
80549,24540,0.020468624,0,0.026666667,0.020467069
80549,22660,0.979531376,1,0.973333333,0.979532931
80550,24540,0.829633924,0.945402299,0.982758621,0.843167702
80550,22660,0.170366076,0.054597701,0.017241379,0.156832298
80551,24540,0,1,0,1
80553,22660,0,1,0,1
80601,19740,1,1,1,1
80602,19740,1,1,1,1
80603,24540,0.605950945,0.839805825,0.898305085,0.618438633
80603,19740,0.394049055,0.160194175,0.101694915,0.381561367
80610,24540,1,1,1,1
80611,24540,1,1,1,1
80612,22660,0.305019305,0.125,0,0.298507463
80612,24540,0.694980695,0.875,1,0.701492537
80614,19740,1,1,1,1
80615,24540,1,1,1,1
80620,24540,1,1,1,1
80621,24540,1,1,1,1
80622,24540,1,1,0,1
80623,24540,0,0,1,1
80624,24540,1,1,1,1
80631,24540,1,1,1,1
80632,24540,1,1,0,1
80633,24540,1,1,0,1
80634,24540,1,1,1,1
80638,24540,0,1,0,1
80639,24540,0,1,1,1
80640,19740,1,1,1,1
80642,24540,0.574432296,0.970588235,1,0.589805825
80642,19740,0.425567704,0.029411765,0,0.410194175
80643,24540,0.854686156,0.976190476,1,0.860997547
80643,19740,0.145313844,0.023809524,0,0.139002453
80644,24540,1,1,1,1
80645,24540,1,1,1,1
80646,24540,0,0,1,1
80648,24540,1,1,1,1
80649,22820,0.471544715,1,1,0.48
80649,24540,0.528455285,0,0,0.52
80650,24540,1,1,1,1
80651,24540,1,1,1,1
80652,24540,1,1,1,1
80653,22820,1,1,1,1
80654,24540,0.019047619,0,0,0.017612524
80654,22820,0.956613757,1,1,0.959882583
80654,19740,0.024338624,0,0,0.022504892
80701,19740,0.003508212,0,0.005665722,0.003256445
80701,22820,0.996491788,1,0.994334278,0.996743555
80705,22820,1,1,1,1
80720,99999,1,1,1,1
80721,99999,1,1,1,1
80722,44540,1,1,1,1
80723,22820,0.99596503,1,1,0.996432818
80723,99999,0.00403497,0,0,0.003567182
80726,44540,1,1,1,1
80727,99999,1,1,1,1
80728,44540,1,1,1,1
80729,24540,1,1,1,1
80731,99999,0.92118863,0.777777778,1,0.919554455
80731,44540,0.07881137,0.222222222,0,0.080445545
80732,24540,0,0,1,1
80733,22820,0.768924303,0,1,0.763779528
80733,99999,0.231075697,1,0,0.236220472
80734,99999,1,1,1,1
80735,99999,1,1,1,1
80736,44540,1,1,1,1
80737,99999,1,1,1,1
80740,99999,1,0,1,1
80741,24540,0.003164557,0,0,0.003076923
80741,44540,0.876582278,1,1,0.88
80741,99999,0.117088608,0,0,0.113846154
80741,22820,0.003164557,0,0,0.003076923
80742,22820,0.037878788,0,0,0.03649635
80742,24540,0.962121212,1,1,0.96350365
80743,99999,1,1,1,1
80744,99999,1,1,1,1
80745,44540,0.870967742,1,0,0.875
80745,24540,0.129032258,0,0,0.125
80746,99999,1,1,0,1
80747,44540,1,1,1,1
80749,99999,1,1,1,1
80750,22820,1,0,1,1
80751,44540,1,1,1,1
80754,24540,1,1,1,1
80755,99999,1,1,1,1
80757,99999,1,1,1,1
80758,99999,1,1,1,1
80759,99999,1,1,1,1
80801,99999,1,1,1,1
80802,99999,1,0,1,1
80804,99999,1,1,1,1
80805,99999,1,0,1,1
80807,99999,1,1,1,1
80808,17820,0.967380224,0.990654206,0.984615385,0.968867925
80808,19740,0.032619776,0.009345794,0.015384615,0.031132075
80809,17820,1,1,1,1
80810,99999,1,1,1,1
80812,99999,1,1,1,1
80813,17820,1,1,1,1
80814,17820,1,1,1,1
80815,99999,1,1,1,1
80816,17820,0.894651011,1,1,0.895940722
80816,19740,0.105022831,0,0,0.103737113
80816,15860,0.000326158,0,0,0.000322165
80817,17820,0.991164107,1,1,0.991752742
80817,39380,0.008835893,0,0,0.008247258
80818,99999,1,1,1,1
80819,17820,1,0,1,1
80820,19740,1,0,1,1
80821,99999,1,1,1,1
80822,99999,1,1,1,1
80823,99999,1,1,1,1
80824,99999,1,1,1,1
80825,99999,1,0,1,1
80826,99999,0,1,0,1
80827,17820,0.25952381,0.083333333,0,0.250569476
80827,19740,0.74047619,0.916666667,1,0.749430524
80828,19740,0.144508671,0.125,0.027027027,0.137709138
80828,99999,0.855491329,0.875,0.972972973,0.862290862
80829,17820,1,1,1,1
80830,19740,1,1,0,1
80831,19740,0.005270218,0,0.022222222,0.00521262
80831,17820,0.994729782,1,0.977777778,0.99478738
80832,99999,0.003289474,0,0,0.003267974
80832,17820,0.529605263,1,1,0.532679739
80832,19740,0.467105263,0,0,0.464052288
80833,19740,0.048701299,0,0,0.046439628
80833,17820,0.548701299,0.5,0.454545455,0.544891641
80833,99999,0.402597403,0.5,0.545454545,0.408668731
80834,99999,1,1,1,1
80835,17820,0.117647059,0,0,0.114942529
80835,19740,0.882352941,1,1,0.885057471
80836,99999,1,1,1,1
80840,17820,1,1,1,1
80841,17820,1,1,1,1
80860,17820,0,0,1,1
80861,99999,1,0,1,1
80862,99999,0,0,1,1
80863,17820,1,1,1,1
80864,17820,1,1,1,1
80866,17820,1,1,1,1
80901,17820,1,1,1,1
80902,17820,1,1,1,1
80903,17820,1,1,1,1
80904,17820,1,1,1,1
80905,17820,1,1,1,1
80906,17820,1,1,1,1
80907,17820,1,1,1,1
80908,17820,1,1,1,1
80909,17820,1,1,1,1
80910,17820,1,1,1,1
80911,17820,1,1,1,1
80912,17820,0,1,1,1
80913,17820,1,1,1,1
80914,17820,1,1,1,1
80915,17820,1,1,1,1
80916,17820,1,1,1,1
80917,17820,1,1,1,1
80918,17820,1,1,1,1
80919,17820,1,1,1,1
80920,17820,1,1,1,1
80921,17820,1,1,1,1
80922,17820,1,1,1,1
80923,17820,1,1,1,1
80924,17820,1,1,1,1
80925,17820,1,1,1,1
80926,15860,0.043010753,0,0,0.041884817
80926,17820,0.956989247,1,1,0.958115183
80927,17820,1,1,1,1
80928,17820,1,1,1,1
80929,17820,1,1,1,1
80930,17820,1,1,1,1
80931,17820,1,1,1,1
80932,17820,1,1,1,1
80933,17820,1,1,1,1
80934,17820,1,1,1,1
80935,17820,1,1,1,1
80936,17820,1,1,1,1
80937,17820,1,1,1,1
80938,17820,1,1,1,1
80939,17820,0,1,1,1
80941,17820,0,1,0,1
80942,17820,0,1,0,1
80946,17820,0,1,0,1
80947,17820,0,1,0,1
80949,17820,1,1,1,1
80950,17820,0,1,0,1
80951,17820,1,1,1,1
80960,17820,1,1,1,1
80962,17820,1,1,1,1
80970,17820,1,1,0,1
80977,17820,0,1,0,1
80997,17820,0,1,0,1
81001,39380,1,1,1,1
81002,39380,1,1,1,1
81003,39380,1,1,1,1
81004,39380,1,1,1,1
81005,39380,1,1,1,1
81006,39380,1,1,1,1
81007,39380,1,1,1,1
81008,39380,0.99953081,1,1,0.999625328
81008,17820,0.00046919,0,0,0.000374672
81009,39380,0,1,0,1
81010,39380,0,1,0,1
81011,39380,0,1,0,1
81012,39380,0,1,0,1
81019,39380,0,0,1,1
81020,99999,1,1,1,1
81021,99999,1,1,0,1
81022,39380,1,1,1,1
81023,39380,1,1,1,1
81024,99999,1,1,1,1
81025,39380,1,1,1,1
81027,99999,1,0,1,1
81029,99999,1,0,1,1
81030,99999,0,0,1,1
81033,99999,0,1,1,1
81034,99999,0,0,1,1
81036,99999,1,1,1,1
81039,99999,0.89055794,0.988235294,1,0.900483092
81039,39380,0.10944206,0.011764706,0,0.099516908
81040,99999,1,1,1,1
81041,99999,1,0,1,1
81043,99999,0,0,1,1
81044,99999,1,1,1,1
81045,99999,1,0,1,1
81046,99999,0,0,1,1
81047,99999,1,1,1,1
81049,99999,1,0,1,1
81050,99999,1,1,1,1
81052,99999,1,1,1,1
81054,99999,1,1,1,1
81055,99999,1,1,1,1
81057,99999,1,1,1,1
81058,99999,1,1,1,1
81059,99999,1,1,1,1
81062,39380,0.004237288,0,0,0.004115226
81062,99999,0.995762712,1,1,0.995884774
81063,99999,1,1,1,1
81064,99999,1,1,1,1
81067,99999,1,1,1,1
81069,99999,0.208894879,0.333333333,0,0.197484277
81069,39380,0.791105121,0.666666667,1,0.802515723
81071,99999,1,1,1,1
81073,99999,1,1,1,1
81076,99999,1,0,1,1
81077,99999,0,0,1,1
81081,99999,1,0,1,1
81082,99999,1,1,1,1
81084,99999,1,0,1,1
81087,99999,0,0,1,1
81089,99999,1,1,1,1
81090,99999,1,1,1,1
81091,99999,1,1,1,1
81092,99999,1,1,1,1
81101,99999,1,1,1,1
81102,99999,0,1,0,1
81120,99999,1,1,1,1
81121,99999,0,0,1,1
81122,20420,0.984040128,0.992248062,0.933962264,0.983120537
81122,99999,0.015959872,0.007751938,0.066037736,0.016879463
81123,99999,1,1,1,1
81124,99999,0,0,1,1
81125,99999,1,1,1,1
81126,99999,0,0,1,1
81128,99999,0,0,1,1
81129,99999,0,0,1,1
81130,99999,1,1,1,1
81131,99999,0,0,1,1
81132,99999,1,1,1,1
81133,99999,1,1,1,1
81135,99999,0,0,1,1
81136,99999,1,1,1,1
81137,20420,0.934662999,0.846153846,0.78125,0.930620414
81137,99999,0.065337001,0.153846154,0.21875,0.069379586
81138,99999,0,0,1,1
81140,99999,1,1,1,1
81141,99999,0,0,1,1
81143,99999,1,1,1,1
81144,99999,1,1,1,1
81146,99999,1,1,1,1
81147,99999,1,1,1,1
81148,99999,0,0,1,1
81149,99999,1,1,1,1
81151,99999,1,1,1,1
81152,99999,1,1,1,1
81154,99999,1,1,1,1
81155,99999,1,1,1,1
81157,99999,1,1,1,1
81201,15860,0.006071757,0,0,0.00503663
81201,99999,0.993928243,1,1,0.99496337
81210,99999,1,1,1,1
81211,99999,1,1,1,1
81212,15860,1,1,1,1
81215,15860,1,1,1,1
81220,99999,0.950248756,0.75,0,0.946341463
81220,33940,0.049751244,0.25,0,0.053658537
81221,15860,0,0,1,1
81222,15860,0,0,1,1
81223,99999,0.001345895,0,0,0.001298701
81223,15860,0.998654105,1,1,0.998701299
81224,99999,1,1,1,1
81225,99999,1,0,0,1
81226,15860,0.993262411,1,1,0.99395482
81226,99999,0.006737589,0,0,0.00604518
81227,99999,0,1,1,1
81228,99999,1,1,1,1
81230,99999,1,1,1,1
81231,99999,0,1,0,1
81232,15860,0,0,1,1
81233,15860,1,1,1,1
81235,99999,1,1,1,1
81236,99999,1,1,1,1
81237,99999,1,0,0,1
81239,99999,1,0,1,1
81240,15860,1,1,1,1
81241,99999,0,0,1,1
81242,99999,0,0,1,1
81243,99999,1,1,0,1
81244,15860,0,0,1,1
81248,99999,0,0,1,1
81251,99999,1,1,1,1
81252,15860,0.003840614,0,0,0.003528893
81252,99999,0.996159386,1,1,0.996471107
81253,15860,0.175438596,0,0,0.173410405
81253,99999,0.81871345,1,1,0.820809249
81253,39380,0.005847953,0,0,0.005780347
81290,15860,0,1,0,1
81301,99999,0.000462351,0.000502008,0,0.000436657
81301,20420,0.999537649,0.999497992,1,0.999563343
81302,20420,1,1,1,1
81303,20420,1,1,1,1
81320,99999,1,1,1,1
81321,99999,1,1,1,1
81323,99999,1,1,1,1
81324,99999,1,1,1,1
81325,99999,1,0,1,1
81326,20420,1,1,1,1
81327,99999,1,1,1,1
81328,20420,0.015864893,0,0.035087719,0.015834933
81328,99999,0.984135107,1,0.964912281,0.984165067
81329,20420,0,0,1,1
81330,99999,0,1,0,1
81331,99999,1,0,1,1
81332,99999,0,0,1,1
81334,99999,1,0,0,1
81335,99999,1,0,1,1
81401,33940,1,1,1,1
81402,33940,1,1,1,1
81403,33940,0.915298638,0.965517241,1,0.916879578
81403,99999,0.084701362,0.034482759,0,0.083120422
81410,99999,1,1,1,1
81411,33940,1,1,1,1
81413,99999,1,1,1,1
81414,99999,0,0,1,1
81415,33940,0.2,0,0.3,0.200248756
81415,99999,0.8,1,0.7,0.799751244
81416,33940,0.035292443,0.003311258,0,0.030402132
81416,99999,0.964707557,0.996688742,1,0.969597868
81418,99999,1,1,1,1
81419,99999,1,1,1,1
81420,99999,0,0,1,1
81422,33940,1,0,1,1
81423,99999,0,0,1,1
81424,33940,1,0,1,1
81425,33940,1,1,1,1
81426,99999,0,0,1,1
81427,99999,0,0,1,1
81428,99999,1,1,1,1
81429,33940,0,0,1,1
81430,99999,1,0,1,1
81431,33940,0.946564885,1,1,0.95
81431,99999,0.053435115,0,0,0.05
81432,99999,1,1,1,1
81433,99999,0,0,1,1
81434,99999,1,1,1,1
81435,99999,1,1,1,1
81501,24300,1,1,1,1
81502,24300,1,1,1,1
81503,24300,1,1,1,1
81504,24300,1,1,1,1
81505,24300,1,1,1,1
81506,24300,1,1,1,1
81507,24300,1,1,1,1
81520,24300,1,1,1,1
81521,24300,1,1,1,1
81522,24300,1,0,1,1
81523,24300,1,1,1,1
81524,24300,1,1,1,1
81525,24300,1,1,1,1
81526,24300,1,1,1,1
81527,24300,1,1,1,1
81601,24060,1,1,1,1
81602,24060,1,1,1,1
81610,18780,1,0,1,1
81611,24060,1,1,1,1
81612,24060,1,1,1,1
81615,24060,1,1,1,1
81620,20780,1,1,1,1
81621,24060,0.73545169,0.628278221,0.414507772,0.711399044
81621,20780,0.26454831,0.371721779,0.585492228,0.288600956
81623,99999,0.033258873,0.006673022,0,0.0293052
81623,24060,0.807892777,0.911344137,0.877256318,0.821504689
81623,20780,0.158848349,0.081982841,0.122743682,0.149190111
81624,24300,1,1,1,1
81625,18780,1,1,1,1
81630,24060,0.197718631,0,0,0.186379928
81630,24300,0.802281369,1,1,0.813620072
81631,20780,1,1,1,1
81632,20780,1,1,1,1
81633,18780,1,0,1,1
81635,24300,0.001716444,0,0,0.001641497
81635,24060,0.998283556,1,1,0.998358503
81637,24060,0.01836394,0.058823529,0,0.020030817
81637,20780,0.98163606,0.941176471,1,0.979969183
81638,44460,0.438596491,0,0,0.431034483
81638,18780,0.561403509,0,1,0.568965517
81639,44460,1,1,1,1
81640,18780,1,1,1,1
81641,99999,0.998277347,1,1,0.998463902
81641,24060,0.001722653,0,0,0.001536098
81642,24060,0.927536232,1,1,0.930555556
81642,20780,0.072463768,0,0,0.069444444
81643,24300,0,0,1,1
81645,20780,1,1,1,1
81646,24300,0,1,0,1
81647,24060,1,1,1,1
81648,99999,1,1,1,1
81649,20780,0,0,1,1
81650,24060,0.986350711,0.972903226,0.96686747,0.983704168
81650,99999,0.013649289,0.027096774,0.03313253,0.016295832
81652,24060,1,1,1,1
81653,18780,1,1,0,1
81654,24060,1,1,1,1
81655,20780,0,1,0,1
81656,24060,0,0,1,1
81657,20780,1,1,1,1
81658,20780,1,1,1,1
82001,16940,1,1,1,1
82002,16940,0,1,0,1
82003,16940,1,1,1,1
82005,16940,1,1,1,1
82007,16940,1,1,1,1
82009,16940,1,1,1,1
82010,16940,0,0,1,1
82050,16940,1,1,1,1
82051,29660,1,0,1,1
82052,29660,0.949152542,1,0.5,0.936507937
82052,16940,0.050847458,0,0.5,0.063492063
82053,16940,1,1,1,1
82054,16940,1,1,1,1
82055,29660,0,0,1,1
82058,29660,1,1,1,1
82059,16940,1,1,1,1
82060,16940,0,0,1,1
82061,16940,0,0,1,1
82063,29660,1,1,1,1
82070,29660,1,1,1,1
82071,29660,0,1,0,1
82072,29660,1,1,1,1
82073,29660,0,0,1,1
82081,16940,1,1,1,1
82082,16940,1,1,1,1
82083,29660,1,1,1,1
82084,29660,1,1,1,1
82190,27220,1,1,1,1
82201,29660,0.013012182,0.002793296,0,0.011436741
82201,99999,0.986987818,0.997206704,1,0.988563259
82210,99999,1,1,1,1
82212,99999,1,0,1,1
82213,99999,1,0,1,1
82214,99999,1,0,1,1
82215,99999,1,1,1,1
82217,99999,1,1,1,1
82218,99999,0,0,1,1
82219,99999,1,0,1,1
82221,99999,1,1,1,1
82222,99999,1,0,1,1
82223,99999,1,1,1,1
82224,99999,1,0,1,1
82225,99999,1,1,1,1
82227,99999,1,0,1,1
82229,99999,1,0,1,1
82240,99999,1,1,1,1
82242,99999,1,0,1,1
82243,99999,1,1,1,1
82244,99999,1,1,1,1
82301,40180,0.00605496,0.001953125,0,0.005384922
82301,99999,0.99394504,0.998046875,1,0.994615078
82310,40180,1,0,1,1
82321,99999,1,0,1,1
82322,40540,0,0,1,1
82323,99999,1,0,1,1
82324,99999,0,0,1,1
82325,99999,1,1,1,1
82327,99999,1,1,1,1
82329,29660,0.965517241,0,0.666666667,0.9375
82329,99999,0.034482759,0,0.333333333,0.0625
82331,99999,1,1,1,1
82332,99999,1,0,1,1
82334,99999,1,1,1,1
82335,99999,0,1,1,1
82336,40540,0,0,1,1
82401,99999,1,1,1,1
82410,99999,1,1,1,1
82411,99999,1,1,1,1
82412,99999,0,0,1,1
82414,99999,1,1,1,1
82420,99999,0,0,1,1
82421,99999,1,1,1,1
82422,99999,0,0,1,1
82423,99999,1,0,1,1
82426,99999,1,1,1,1
82428,99999,1,1,1,1
82430,99999,1,1,0,1
82431,99999,1,1,1,1
82432,99999,1,1,1,1
82433,99999,1,1,0,1
82434,99999,1,1,1,1
82435,99999,1,1,1,1
82440,99999,1,0,1,1
82441,99999,1,1,1,1
82442,99999,1,1,1,1
82443,99999,1,1,1,1
82450,99999,0,0,1,1
82501,40180,1,1,1,1
82510,40180,1,1,1,1
82512,40180,1,0,1,1
82513,40180,1,1,1,1
82514,40180,1,1,1,1
82515,40180,0,0,1,1
82516,40180,1,1,1,1
82520,40180,1,1,1,1
82523,40180,1,1,1,1
82524,40180,0,0,1,1
82601,16220,1,1,1,1
82602,16220,1,1,1,1
82604,16220,1,1,1,1
82605,16220,1,1,1,1
82609,16220,1,1,1,1
82615,99999,1,1,1,1
82620,16220,1,0,1,1
82630,16220,1,0,1,1
